Timeline,ID,Title,Author,Amazon Link,Description,Release Date
Canon,most-wanted,Most Wanted,Rae Carson,https://amzn.to/4eO6XBk,"Set before the events of Solo: A Star Wars Story! Han and Qi'ra don't have a lot in common other than not having a lot. They're street kids on the industrial planet Corellia, doing whatever it takes to get by, dreaming of something more. They each jump at a chance to prove themselves in the perilous world of Corellia's criminal underbelly, only to discover they are on the same mission for the same unscrupulous boss. When the job goes disastrously wrong, Han and Qi'ra are on the run--from pirates, a droid crime syndicate, the Empire, and their boss--and will have to learn to trust each other if they are going to survive.","May 25, 2018"
Canon,jedi-battle-scars,Jedi: Battle Scars,Sam Maggs,https://amzn.to/4nu2czh,"Cal Kestis leads the Mantis crew on an adventure set between Star Wars Jedi: Fallen Order and the highly anticipated Star Wars Jedi: Survivor.

Cal Kestis has built a new life for himself with the crew of the Stinger Mantis. Together, Cal’s crew has brought down bounty hunters, defeated Inquisitors, and even evaded Darth Vader himself. More importantly, Merrin, Cere, Greez, and faithful droid BD-1 are the closest thing Cal has had to a family since the fall of the Jedi Order. Even as the galaxy’s future grows more uncertain by the day, with each blow struck against the Empire, the Mantis crew grows more daring.

On what should be a routine mission, they meet a stormtrooper determined to chart her own course with the help of Cal and the crew. In exchange for help starting a new life, the Imperial deserter brings word of a powerful, potentially invaluable tool for their fight against the Empire. And even better, she can help them get to it. The only catch — pursuing it will bring them into the path of one of the Empire’s most dangerous servants, the Inquisitor known as the Fifth Brother.

Can the Imperial deserter truly be trusted? And while Cal and his friends have survived run-ins with the Inquisitors before, how many times can they evade the Empire before their luck runs out?","March 7, 2023"
Canon,a-new-dawn,A New Dawn,John Jackson Miller,https://amzn.to/4twDz6h,"Ever since the Jedi were marked for death and forced to flee Coruscant, Kanan Jarrus has devoted himself to staying alive rather than serving the Force. Wandering the galaxy alone, from one anonymous job to another, he avoids trouble--especially with the Empire--at all costs. So when he discovers a deadly conflict brewing between ruthless Imperial forces and desperate revolutionaries, he's not about to get caught in the crossfire. Then the brutal death of a friend at the Empire's hands forces the ex-Jedi to make a choice: bow down to fear, or stand up and fight.

But Jarrus won't be fighting alone. Unlikely allies, including a bomb-throwing radical, a former Imperial surveillance agent, a vengeful security officer, and the mysterious Hera Syndulla--an agent provocateur with motives of her own--team up with Jarrus to challenge the Empire. As a crisis of apocalyptic proportions unfolds on the planet Gorse, they must stand together against one of the Emperor's most fearsome enforcers--for the sake of a world and its people.","September 2, 2014"
Canon,low-red-moon,Low Red Moon,Mike Chen,https://amzn.to/4uTeMdS,"ND-5 and Jaylen Vrax embark on their descent into the galaxy's underworld in search of answers and opportunity, in this essential prequel to Star Wars Outlaws.

Jaylen Barsha, heir to his family's immense power and wealth, had his life charted out for him neatly and meticulously by his parents, even though he suspected his neglected half-brother Sliro would be a better fit for the bright corporate future his parents envisioned. Then the Empire stripped it all away on trumped-up charges of conspiracy against his family. Before he can reach Sliro for help redeeming the Barsha name, a battle droid arrives at the family compound with a mission: to kill every single last member of the Barsha clan. Jaylen manages to fend off the attack as the sole survivor, but realizes the droid, who he reprograms, is his only chance to stay alive. But he can no longer be Jaylen Barsha--he'll have to live now as Jaylen Vrax.

Former Separatist battle droid ND-5 knows he should be scrap metal, all things considered. He was a proficient contributor to the Separatist cause, but what is a soldier without a war? A trigger without aim? Loyalty is in his programming, and Jaylen, who treats him as more than just a weapon, has earned it. Perhaps, the droid thinks, with a partner he can be more. ND-5 just has to earn Jaylen's trust.

With the threat against the Barsha clan still shrouded in mystery, the pair has no choice but to leverage the chaos and disappear. They find sanctuary in the anonymity of the underworld, building their reputation among scoundrels, bounty hunters, and crime syndicates. But when their latest score gives the first real clue in years to who sent ND-5 after Jaylen's family, their biggest opportunity presents a new kind of risk. Do they give up this chance at the wealth and power Jaylen was denied to pursue answers? Or will ambition and the weight of the past shatter their unlikely partnership?","February 3, 2026"
Canon,solo-a-star-wars-story,Solo: A Star Wars Story,Mur Lafferty,https://amzn.to/491je1C,"This thrilling adaptation of A Star Wars Story expands on the film to include scenes from alternate versions of the script and other additional content, giving deeper insights into Han Solo’s years in the Imperial Navy, Qi’ra’s past, and the beginnings of the rebellion. Though Han Solo has thrilled Star Wars fans for decades, the notorious wisecracking scoundrel was chasing adventure and dodging trouble long before he walked into the cantina at Mos Eisley spaceport. Young Han dreams of someday soaring into space at the helm of his own starship and leaving his home, the gritty industrial planet Corellia, far behind. But as long as he’s trapped in a life of poverty and crime—and under the thumb of the sinister Lady Proxima and her brutal street gang—reaching the distant stars seems impossible. When Han tries to escape with his girlfriend and partner-in-crime, Qi’ra, he makes it out—but she doesn’t. Desperate for a way to find his own offworld vessel and free her, Han enlists in the Imperial Navy—the last place for a rebellious loner who doesn’t play well with others. When the Empire clips his wings, Han goes rogue and plunges into the shady world of smugglers, gamblers, and con artists. There he meets the charming and cunning high roller Lando Calrissian, makes an unlikely friend in a cantankerous Wookiee called Chewbacca, and first lays eyes on the Millennium Falcon. To snag his piece of the outlaw pie, Han joins a crew of pirates to pull off a risky heist. The stakes are high, the danger is great, and the odds are slim. But never tell Han Solo the odds.","September 4, 2018"
Canon,crimson-climb,Crimson Climb,E.K. Johnston,https://amzn.to/4uOfyIU,"New York Times bestselling author E. K. Johnston, author of the Queens series starring Padmé Amidala, brings fans an untold story about Qi'ra, portrayed by Emilia Clarke in Star Wars: A Solo Story.

Not everyone gets to be the hero.

Qi’ra listened to the dreams and promises of a boy with a reckless smile, only to be torn away from him and returned to the White Worms gang while Han made his way to freedom. Now freedom seems like a luxury she can’t afford while she concentrates on survival and despairs of ever leaving Corellia. But her fortunes seem to turn when a representative of the crime syndicate Crimson Dawn plucks Qi’ra from captivity and brings her to the syndicate’s leader, the mysterious and mercurial Dryden Vos. Vos offers Qi’ra an opportunity she’s never had before: the chance to build something resembling a comfortable life if she can prove her worth to his organization. With failure meaning certain death, Qi’ra knows she must immerse herself in the merciless, murderous world of Crimson Dawn. What she doesn’t know is just who she will be if she survives. . . .","October 10, 2023"
Canon,reign-of-the-empire-edge-of-the-abyss,Reign of the Empire: Edge of the Abyss,Rebecca Roanhorse,https://amzn.to/49xhWvs,"Set in the year before the first season of Andor, the sequel to The Mask of Fear.

The second installment in the Reign of the Empire series follows Bail Organa, Mon Mothma, and Saw Gerrera (along with their allies and enemies) thirteen years after the events of The Mask of Fear as they navigate the Empire's nigh-unbreakable chokehold over the galaxy.","September 15, 2026"
Canon,reign-of-the-empire-from-the-ashes,Reign of the Empire: From the Ashes,Fran Wilde,,,
Canon,leia-princess-of-alderaan,Leia: Princess of Alderaan,Claudia Gray,https://amzn.to/4wqgXqJ,"A long time ago in a galaxy far, far away....there was a princess who became a legend.

Sixteen-year-old Princess Leia Organa faces the most challenging task of her life so far: proving herself in the areas of body, mind, and heart to be formally named heir to the throne of Alderaan. She's taking rigorous survival courses, practicing politics, and spearheading relief missions to worlds under Imperial control. But Leia has worries beyond her claim to the crown. Her parents, Breha and Bail, aren't acting like themselves lately; they are distant and preoccupied, seemingly more concerned with throwing dinner parties for their allies in the Senate than they are with their own daughter. Determined to uncover her parents' secrets, Leia starts down an increasingly dangerous path that puts her right under the watchful eye of the Empire. And when Leia discovers what her parents and their allies are planning behind closed doors, she finds herself facing what seems like an impossible choice; dedicate herself to the people of Alderaan—including the man she loves—or the galaxy at large, which is in desperate need of a rebel hero....","September 1, 2017"
Canon,thrawn,Thrawn,Timothy Zahn,https://amzn.to/4uklidS,"One of the most cunning and ruthless warriors in the history of the Galactic Empire, Grand Admiral Thrawn is also one of the most captivating characters in the Star Wars universe, from his introduction in bestselling author Timothy Zahn’s classic Heir to the Empire through his continuing adventures in Dark Force Rising, The Last Command, and beyond. But Thrawn’s origins and the story of his rise in the Imperial ranks have remained mysterious. Now, in Star Wars: Thrawn, Timothy Zahn chronicles the fateful events that launched the blue-skinned, red-eyed master of military strategy and lethal warfare into the highest realms of power—and infamy.

After Thrawn is rescued from exile by Imperial soldiers, his deadly ingenuity and keen tactical abilities swiftly capture the attention of Emperor Palpatine. And just as quickly, Thrawn proves to be as indispensable to the Empire as he is ambitious; as devoted as its most loyal servant, Darth Vader; and a brilliant warrior never to be underestimated. On missions to rout smugglers, snare spies, and defeat pirates, he triumphs time and again—even as his renegade methods infuriate superiors while inspiring ever greater admiration from the Empire. As one promotion follows another in his rapid ascension to greater power, he schools his trusted aide, Ensign Eli Vanto, in the arts of combat and leadership, and the secrets of claiming victory. But even though Thrawn dominates the battlefield, he has much to learn in the arena of politics, where ruthless administrator Arihnda Pryce holds the power to be a potent ally or a brutal enemy.

All these lessons will be put to the ultimate test when Thrawn rises to admiral and must pit all the knowledge, instincts, and battle forces at his command against an insurgent uprising that threatens not only innocent lives but also the Empire’s grip on the galaxy—and his own carefully laid plans for future ascendancy.","April 11, 2017"
Canon,thrawn-alliances,Thrawn: Alliances,Timothy Zahn,https://amzn.to/3Rc6mj9,"""I have sensed a disturbance in the Force.""

Ominous words under any circumstances, but all the more so when uttered by Emperor Palpatine. On Batuu, at the edges of the Unknown Regions, a threat to the Empire is taking root—its existence little more than a glimmer, its consequences as yet unknowable. But it is troubling enough to the Imperial leader to warrant investigation by his most powerful agents: ruthless enforcer Lord Darth Vader and brilliant strategist Grand Admiral Thrawn. Fierce rivals for the emperor's favor, and outspoken adversaries on Imperial affairs—including the Death Star project—the formidable pair seem unlikely partners for such a crucial mission. But the Emperor knows it's not the first time Vader and Thrawn have joined forces. And there's more behind his royal command than either man suspects.

In what seems like a lifetime ago, General Anakin Skywalker of the Galactic Republic, and Commander Mitth'raw'nuruodo, officer of the Chiss Ascendancy, crossed paths for the first time. One on a desperate personal quest, the other with motives unknown . . . and undisclosed. But facing a gauntlet of dangers on a far-flung world, they forged an uneasy alliance—neither remotely aware of what their futures held in store.

Now, thrust together once more, they find themselves bound again for the planet where they once fought side by side. There they will be doubly challenged—by a test of their allegiance to the Empire . . . and an enemy that threatens even their combined might.","July 24, 2018"
Canon,thrawn-treason,Thrawn: Treason,Timothy Zahn,https://amzn.to/4nvDWwE,"Grand Admiral Thrawn faces the ultimate test of his loyalty to the Empire in this epic Star Wars novel from bestselling author Timothy Zahn.

“If I were to serve the Empire, you would command my allegiance.”

Such was the promise Grand Admiral Thrawn made to Emperor Palpatine at their first meeting. Since then, Thrawn has been one of the Empire’s most effective instruments, pursuing its enemies to the very edges of the known galaxy. But as keen a weapon as Thrawn has become, the Emperor dreams of something far more destructive.

Now, as Thrawn’s TIE-defender program is halted in favor of Director Krennic’s secret Death Star project, he realizes that the balance of power in the Empire is measured by more than just military acumen or tactical efficiency. Even the greatest intellect can hardly compete with the power to annihilate entire planets.

As Thrawn works to secure his place in the Imperial hierarchy, his former protégé, Eli Vanto, returns with a dire warning about Thrawn's homeworld. Thrawn's mastery of strategy must guide him through an impossible choice: duty to the Chiss Ascendancy or fealty to the Empire he has sworn to serve. Even if the right choice means committing treason.","July 23, 2019"
Canon,rebel-rising,Rebel Rising,Beth Revis,https://amzn.to/4dc7HyX,"When Jyn Erso is eight years old, her mother is murdered and her father taken from her to serve the Empire. But despite the loss of her parents, she is not completely alone. Saw Gerrera, a man willing to go to any extremes necessary to resist Imperial tyranny, takes her in as his own daughter and gives her not only a home but all the abilities and resources she needs to become a rebel.

Jyn dedicates herself to the cause—and the man. But fighting alongside Saw and his people brings with it danger and the question of just how far Jyn is willing to go as one of Saw’s soldiers. When she faces an unthinkable betrayal that shatters her world, Jyn will have to pull the pieces of herself back together and figure out what she truly believes in . . . and whom she can really trust.","May 2, 2017"
Canon,rogue-one-a-star-wars-story,Rogue One: A Star Wars Story,Alexander Freed,https://amzn.to/4ds37f1,"NEW YORK TIMES BESTSELLER - Go beyond the film with a novelization featuring new scenes and expanded material.

As the shadows of the Empire loom ever larger across the galaxy, so do deeply troubling rumors. The Rebellion has learned of a sinister Imperial plot to bring entire worlds to their knees. Deep in Empire-dominated space, a machine of unimaginable destructive power is nearing completion. A weapon too terrifying to contemplate . . . and a threat that may be too great to overcome.

If the worlds at the Empire's mercy stand any chance, it lies with an unlikely band of allies: Jyn Erso, a resourceful young woman seeking vengeance; Cassian Andor, a war-weary rebel commander; Bodhi Rook, a defector from the Empire's military; Chirrut Imwe, a blind holy man and his crack-shot companion, Baze Malbus; and K-2SO, a deadly Imperial droid turned against its former masters. In their hands rests the new hope that could turn the tide toward a crucial Rebellion victory--if only they can capture the plans to the Empire's new weapon.

But even as they race toward their dangerous goal, the specter of their ultimate enemy--a monstrous world unto itself--darkens the skies. Waiting to herald the Empire's brutal reign with a burst of annihilation worthy of its dreaded name: Death Star.","December 16, 2016"
Canon,star-wars-a-new-hope,Star Wars: A New Hope,George Lucas,https://amzn.to/4d8e06I,"The classic adventure that started the Star Wars saga.

Luke Skywalker lived and worked on his uncle's farm on the remote planet of Tatooine—and he was bored beyond belief. He yearned for adventures out among the stars, adventures that would take him beyond the farthest galaxies to distant and alien worlds.

But Luke gets more than he bargained for when he intercepts a cryptic message from a beautiful princess held captive by a dark and powerful warlord. Luke doesn't know who she is, but he knows he has to save her—and soon, because time is running out.

Armed only with courage and with the lightsaber that had been his father's, Luke is catapulted into the middle of the most savage space war ever—and headed straight for a desperate encounter on the enemy battle station known as the Death Star. . . .","December 5, 1976"
Canon,star-wars-from-a-certain-point-of-view,Star Wars: From a Certain Point of View,Various Authors,https://amzn.to/4nAE8ea,"Forty years. Forty stories.

On May 25, 1977, the world was introduced to Han, Luke, Leia, a pair of droids, a Wookiee, an old wizard, a villain in black, and a galaxy full of possibilities. Forty years on, Star Wars remains an unparalleled cultural phenomenon, having inspired and influenced generations of fans and creators. Decades of rich storytelling were sparked by one film, in part because the Star Wars galaxy feels alive. Strange and wonderful characters fill the edges of the screen and make us wonder:

What are their stories?

This unique anthology celebrates that legacy, as more than forty contributors lend their vision to this retelling of the original Star Wars film. Each of the forty stories reimagines a moment from the film through the eyes of a supporting character. From A Certain Point of View features contributions by bestselling authors, trendsetting artists, and treasured voices from the literary history of Star Wars:

- Gary Whitta bridges the gap from Rogue One to A New Hope through the eyes of Captain Antilles.
- Aunt Beru finds her voice in an intimate character study by Meg Cabot.
- Nnedi Okorafor brings dignity and depth to a most unlikely character: the monster in the trash compactor.
- Pablo Hidalgo provides a chilling glimpse inside the mind of Grand Moff Tarkin.
- Wil Wheaton spins a poignant tale of the rebels left behind on Yavin.
- Plus thirty-five more hilarious, heartbreaking, and astonishing tales.

Experience the story of Star Wars from a whole new point of view.","October 3, 2017"
Canon,battlefront-ii-inferno-squad,Battlefront II: Inferno Squad,Christie Golden,https://amzn.to/4wlZGiq,"NEW YORK TIMES BESTSELLER • Set in the aftermath of Rogue One: A Star Wars Story, this action-packed prequel to the hotly anticipated videogame Battlefront II introduces the Empire’s elite force: Inferno Squad.

After the humiliating theft of the Death Star plans and the destruction of the battle station, the Empire is on the defensive. But not for long. In retaliation, the elite Imperial soldiers of Inferno Squad have been called in for the crucial mission of infiltrating and eliminating the Partisans—the rebel faction once led by notorious Republic freedom fighter Saw Gerrera.

Following the death of their leader, the Partisans have carried on his extremist legacy, determined to thwart the Empire—no matter the cost. Now Inferno Squad must prove its status as the best of the best and take down the Partisans from within. But the growing threat of being discovered in their enemy’s midst turns an already dangerous operation into a do-or-die acid test they dare not fail. To protect and preserve the Empire, to what lengths will Inferno Squad go . . . and how far beyond them?

The Rebellion may have heroes like Jyn Erso and Luke Skywalker. But the Empire has Inferno Squad.","July 25, 2017"
Canon,heir-to-the-jedi,Heir to the Jedi,Kevin Hearne,https://amzn.to/4v9LnML,"A long time ago in a galaxy far, far away. . . .
 
A thrilling new adventure set between A New Hope and The Empire Strikes Back, and—for the first time ever—written entirely from Luke Skywalker’s first-person point of view.","March 3, 2015"
Canon,doctor-aphra,Doctor Aphra,Sarah Kuhn,https://amzn.to/3PqySNs,"Dr. Aphra teams up with Darth Vader himself in the original script to the audiobook production—an expanded adaptation of the critically acclaimed Marvel comics series.

Dr. Chelli Lona Aphra, rogue archaeologist, is in trouble again.

A pioneer in the field of criminal xenoarchaeology, Aphra recognizes no law, has no fear, and possesses no impulse control. To her, the true worth of the galactic relics she discovers isn’t found in a museum but in an arsenal. This viewpoint has led to a lot of misunderstandings. After her latest plan goes horribly wrong, her roguish ways are on the verge of catching up to her. That’s when suddenly Darth Vader, terror of the galaxy, swoops in with his lightsaber and . . . saves her life?

Don’t get her wrong—it’s not like she’s ungrateful. Sure, her new boss is a lord of the Sith. And okay, she may have just become a pawn in a deadly game being played by him and his boss, who happens to be the Galactic Emperor. And yes, the life expectancy of anyone who disappoints Vader can be measured in seconds.

But she’s back doing what she does best. She’s got a ship to fly, a heist to pull, and two unorthodox but effective metal buddies: Triple-Zero, a protocol droid specializing in etiquette, customs, translation, and torture, and BT-1, an astromech loaded with enough firepower to take down a battlecruiser. Together, they might just find a way to get the job done and avoid the deadly performance review that waits at its conclusion.

Just kidding. She’s doomed.","July 21, 2020"
Canon,battlefront-twilight-company,Battlefront: Twilight Company,Alexander Freed,https://amzn.to/48Yox1R,"A companion novel inspired by the hotly anticipated videogame Star Wars: Battlefront, this action-packed adventure follows a squad of soldiers caught in the trenches of the ultimate galactic war between good and evil.

The bravest soldiers. The toughest warriors. The ultimate survivors.

Among the stars and across the vast expanses of space, the Galactic Civil War rages. On the battlefields of multiple worlds in the Mid Rim, legions of ruthless stormtroopers—bent on crushing resistance to the Empire wherever it arises—are waging close and brutal combat against an armada of freedom fighters. In the streets and alleys of ravaged cities, the front-line forces of the Rebel Alliance are taking the fight to the enemy, pushing deeper into Imperial territory and grappling with the savage flesh-and-blood realities of war on the ground.

Leading the charge are the soldiers—men and women, human and nonhuman—of the sixty-first mobile infantry, better known as Twilight Company. Hard-bitten, war-weary, and ferociously loyal to one another, the members of this renegade outfit doggedly survive where others perish, and defiance is their most powerful weapon against the deadliest odds. When orders come down for the Rebels to fall back in the face of superior opposition numbers and firepower, Twilight reluctantly complies. Then an unlikely ally radically changes the strategic equation—and gives the Alliance’s hardest-fighting warriors a crucial chance to turn retreat into resurgence.

Orders or not, alone and outgunned but unbowed, Twilight Company locks, loads, and prepares to make its boldest maneuver—trading down-and-dirty battle in the trenches for a game-changing strike at the ultimate target: the very heart of the Empire’s military machine.","November 3, 2015"
Canon,star-wars-the-empire-strikes-back,Star Wars: The Empire Strikes Back,Donald F. Glut,https://amzn.to/42VcizP,"The war between the Empire and the Rebel Alliance reaches a major turning point, in the landmark story that made Star Wars a true saga.

It is a dark time for the Rebellion. Although the Death Star has been destroyed, Imperial troops have driven the Rebel forces from their hidden base and pursued them across the galaxy.

Evading the dreaded Imperial Starfleet, a group of freedom fighters led by Luke Skywalker have established a new secret base on the remote ice world of Hoth.

The evil lord Darth Vader, obsessed with finding young Skywalker, has dispatched thousands of remote probes into the far reaches of space. . . .","May 1, 1980"
Canon,from-a-certain-point-of-view-the-empire-strikes-back,From a Certain Point of View: The Empire Strikes Back,Various Authors,https://amzn.to/4dvafHn,"From a Certain Point of View strikes back! Celebrate the legacy of the groundbreaking Star Wars sequel with this exciting reimagining of the timeless film.

On May 21, 1980, Star Wars became a true saga with the release of The Empire Strikes Back. In honor of the fortieth anniversary, forty storytellers recreate an iconic scene from The Empire Strikes Back, through the eyes of a supporting character, from heroes and villains to droids and creatures. From a Certain Point of View features contributions by bestselling authors and trendsetting artists.","November 10, 2020"
Canon,star-wars-return-of-the-jedi,Star Wars: Return of the Jedi,James Kahn,https://amzn.to/4uPGW9B,"It was a dark time for the Rebel Alliance...

Han Solo, frozen in carbonite, has been delivered into the hands of the vile gangster Jabba the Hutt. Determined to rescue him, Luke Skywalker, Princess Leia and Lando Calrissian launch a hazardous mission against Jabba's Tatooine stronghold.

Now, in the most exciting chapter of the STAR WARS saga, the Rebel commanders have gathered all the warships of the Rebel fleet into a single giant armada. And Darth Vader, who has ordered construction to begin on a new and even more powerful Death Star, makes his plans to crush the Rebel Alliance once and for all.","June 6, 1983"
Canon,from-a-certain-point-of-view-return-of-the-jedi,From a Certain Point of View: Return of the Jedi,Various Authors,https://amzn.to/3PKQKCN,"Celebrate the lasting impact of Return of the Jedi with this exciting reimagining of the timeless Star Wars film featuring new perspectives from forty contributors.

On May 25, 1983, Star Wars cemented its legacy as the greatest movie franchise of all time with the release of Return of the Jedi. In honor of the fortieth anniversary, forty storytellers re-create an iconic scene from Return of the Jedi through the eyes of a supporting character, from heroes and villains, to droids and creatures. From a Certain Point of View features contributions by bestselling authors and trendsetting artists:

• Olivie Blake provides a chilling glimpse into the mind of Emperor Palpatine.
• Saladin Ahmed recounts the tragic history of the rancor trainer.
• Charlie Jane Anders explores the life and times of the Sarlacc.
• Fran Wilde reveals Mon Mothma's secret mission to save the Rebel Alliance.
• Mary Kenney chronicles Wicket the Ewok's quest for one quiet day on the forest moon of Endor.
• Anakin Skywalker becomes one with the Force in a gripping tale by Mike Chen.

Plus more hilarious, heartbreaking, and astonishing tales from:
Tom Angleberger, Kristin Baver, Akemi Dawn Bowman, Emma Mieko Candon, Olivia Chadha, Gloria Chao, Adam Christopher, Paul Crilley, Amal El-Mohtar, M. K. England, Jason Fry, Adam Lance Garcia, Lamar Giles, Max Gladstone, Thea Guanzon, Ali Hazelwood, Patricia A. Jackson, Alex Jennings, Jarrett Krosoczka, Sarah Kuhn, Danny Lore, Sarah Glenn Marsh, Kwame Mbalia, Marieke Nijkamp, Danielle Paige, Laura Pohl, K. Arsenault Rivera, Dana Schwartz, Tara Sim, Phil Szostak, Suzanne Walker, Hannah Whitten, Sean Williams, Alyssa Wong","August 29, 2023"
Canon,the-princess-and-the-scoundrel,The Princess and the Scoundrel,Beth Revis,https://amzn.to/4dcs0fR,"The Death Star is destroyed. Darth Vader is dead. The Empire is desolated. But on the forest moon of Endor, amongst the chaos of a changing galaxy, time stands still for a princess and her scoundrel.

After being frozen in carbonite, then risking everything for the Rebellion, Han is eager to stop living his life for other people. He and Leia have earned their future together, a thousand times over. And when he proposes to Leia, it’s the first time in a long time he’s had a good feeling about this. For Leia, a lifetime of fighting doesn’t truly seem over. There is work still to do, penance to pay for the dark secret she now knows runs through her veins. Her brother, Luke, is offering her that chance—one that comes with family and the promise of the Force. But when Han asks her to marry him, Leia finds her answer immediately on her lips . . . Yes.

But happily ever after doesn’t come easily. As soon as Han and Leia depart their idyllic ceremony on Endor for their honeymoon, they find themselves on the grandest and most glamorous stage of all: the Halcyon, a luxury vessel on a very public journey to the most wondrous worlds in the galaxy. Their marriage, and the peace and prosperity it represents, is a lightning rod for everyone in the galaxy—including Imperial remnants still clinging to power.

Facing their most desperate hour, the soldiers of the Empire have dispersed across the galaxy, retrenching on isolated worlds vulnerable to their influence. As the Halcyon travels from world to world, one thing becomes abundantly clear: The war is not over. But as danger draws closer, Han and Leia find that they fight their best battles not alone but as husband and wife.","August 16, 2022"
Canon,alphabet-squadron,Alphabet Squadron,Alexander Freed,https://amzn.to/4dGp1wd,"The first novel in a new trilogy starring veteran New Republic pilots!

On the brink of victory in a brutal war, five New Republic pilots transform from hunted to hunters in this epic Star Wars adventure. Set after Return of the Jedi, Alphabet Squadron follows a unique team, each flying a different class of starfighter as they struggle to end their war once and for all.

The Emperor is dead. His final weapon has been destroyed. The Imperial Army is in disarray. In the aftermath, Yrica Quell is just one of thousands of defectors from her former cause living in a deserters’ shantytown—until she is selected to join Alphabet Squadron.

Cobbled together from an eclectic assortment of pilots and starfighters, the five members of Alphabet are tasked by New Republic general Hera Syndulla herself. Like Yrica, each is a talented pilot struggling to find their place in a changing galaxy. Their mission: to track down and destroy the mysterious Shadow Wing, a lethal force of TIE fighters exacting bloody, reckless vengeance in the twilight of their reign.

The newly formed unit embodies the heart and soul of the Rebellion: ragtag, resourceful, scrappy, and emboldened by their most audacious victory in decades. But going from underdog rebels to celebrated heroes isn’t as easy as it seems, and their inner demons threaten them as much as their enemies among the stars. The wayward warriors of Alphabet Squadron will have to learn to fly together if they want to protect the new era of peace they’ve fought so hard to achieve.

Part of a Marvel and Del Rey crossover event, Alphabet Squadron is the counterpart to Marvel’s TIE Fighter miniseries, which follows the exploits of Shadow Wing as they scheme to thwart the New Republic.","June 11, 2019"
Canon,aftermath,Aftermath,Chuck Wendig,https://amzn.to/3RpK2T7,"As the Empire reels from its critical defeats at the Battle of Endor, the Rebel Alliance—now a fledgling New Republic—presses its advantage by hunting down the enemy’s scattered forces before they can regroup and retaliate. But above the remote planet Akiva, an ominous show of the enemy’s strength is unfolding. Out on a lone reconnaissance mission, pilot Wedge Antilles watches Imperial Star Destroyers gather like birds of prey circling for a kill, but he’s taken captive before he can report back to the New Republic leaders.
 
Meanwhile, on the planet’s surface, former rebel fighter Norra Wexley has returned to her native world—war weary, ready to reunite with her estranged son, and eager to build a new life in some distant place. But when Norra intercepts Wedge Antilles’s urgent distress call, she realizes her time as a freedom fighter is not yet over. What she doesn’t know is just how close the enemy is—or how decisive and dangerous her new mission will be.
 
Determined to preserve the Empire’s power, the surviving Imperial elite are converging on Akiva for a top-secret emergency summit—to consolidate their forces and rally for a counterstrike. But they haven’t reckoned on Norra and her newfound allies—her technical-genius son, a Zabrak bounty hunter, and a reprobate Imperial defector—who are prepared to do whatever they must to end the Empire’s oppressive reign once and for all.","September 4, 2015"
Canon,shadow-fall,Shadow Fall,Alexander Freed,https://amzn.to/4ucpXhE,"After their narrow victory over Shadow Wing, Alphabet Squadron is on the attack, hunting their adversaries within the Imperial Remnant. Shadow Wing is desperate for direction and leadership--and they find both in the iron will of Major Keize, their former commander and Yrica Quell's one-time mentor. As battle lines blur, Alphabet Squadron finds itself not only fighting their resurgent foes, but their leader's own deadly shadow.","June 23, 2020"
Canon,aftermath-life-debt,Aftermath: Life Debt,Chuck Wendig,https://amzn.to/4nv44re,"Set between the events of Return of the Jedi and The Force Awakens, the never-before-told story that began with Star Wars: Aftermath continues in this thrilling novel, the second book of Chuck Wendig s New York Times bestselling trilogy.

""It is a dark time for the Empire. . . .""

The Emperor is dead, and the remnants of his former Empire are in retreat. As the New Republic fights to restore a lasting peace to the galaxy, some dare to imagine new beginnings and new destinies. For Han Solo, that means settling his last outstanding debt, by helping Chewbacca liberate the Wookiee's homeworld of Kashyyyk.

Meanwhile, Norra Wexley and her band of Imperial hunters pursue Grand Admiral Rae Sloane and the Empire's remaining leadership across the galaxy. Even as more and more officers are brought to justice, Sloane continues to elude the New Republic, and Norra fears Sloane may be searching for a means to save the crumbling Empire from oblivion. But the hunt for Sloane is cut short when Norra receives an urgent request from Princess Leia Organa. The attempt to liberate Kashyyyk has carried Han Solo, Chewbacca, and a band of smugglers into an ambush resulting in Chewie's capture and Han's disappearance.

Breaking away from their official mission and racing toward the Millennium Falcon's last known location, Norra and her crew prepare for any challenge that stands between them and their missing comrades. But they can't anticipate the true depth of the danger that awaits them or the ruthlessness of the enemy drawing them into his crosshairs.","July 12, 2016"
Canon,victory-s-price,Victory's Price,Alexander Freed,https://amzn.to/4u8Ui0z,"In the wake of Yrica Quell’s shocking decision—and one of the fiercest battles of their lives—the remnants of Alphabet Squadron seek answers and closure across a galaxy whose old war scars are threatening to reopen.

Soran Keize has returned to the tip of Shadow Wing’s spear. Operation Cinder, the terrifying protocol of planetary extermination which began in the twilight of the Imperial era, burns throughout the galaxy. Shadow Wing is no longer wounded prey fleeing the hunters of the New Republic. With its leader, its strength has returned, and its Star Destroyers and TIE squadrons lurk in the darkness between stars, carrying out the fallen Emperor’s final edict of destruction—as well as another, stranger mission, one Keize has championed not for the dying Empire, but for its loyal soldiers.

Alphabet Squadron’s ships are as ramshackle and damaged as their spirits, but they’ve always had each other. Now, as they face the might of Keize's reborn juggernaut, they aren't even sure they have that. How do you catch a shadow? How do you kill it? And when you're finally victorious, who pays the price?","March 2, 2021"
